perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,no_of_premiums_paid,application_underwriting_score,renewal
0.019,24102,155370,0.0,0.0,0.0,15,98.9,1
0.077,26657,43550,0.0,0.0,0.0,13,99.72,1
0.5,12052,120100,0.0,0.0,0.0,6,99.64,1
0.027000000000000003,29574,235940,0.0,0.0,0.0,8,99.89,1
0.965,12425,104250,1.0,0.0,0.0,5,99.51,1
0.28300000000000003,25557,90070,1.0,0.0,0.0,10,99.14,1
0.0,9139,93040,1.0,0.0,0.0,4,99.64,1
0.32,24826,140040,0.0,1.0,0.0,14,99.15,1
0.184,21546,258380,0.0,0.0,0.0,13,99.76,1
0.84,14607,176100,0.0,0.0,0.0,11,99.53,1
0.9840000000000001,14606,99040,2.0,0.0,0.0,4,99.61,1
0.063,18993,380090,0.0,0.0,0.0,10,99.62,1
0.025,32133,180150,0.0,0.0,0.0,4,99.89,1
0.313,16799,96090,0.0,0.0,0.0,13,99.53,1
0.12300000000000001,16431,121770,0.0,0.0,0.0,26,98.01,1
0.9990000000000001,14615,128780,1.0,1.0,1.0,10,99.54,0
0.41700000000000004,15340,181610,0.0,0.0,0.0,13,98.82,1
0.038,22276,105100,0.0,0.0,0.0,3,99.06729119785638,1
0.034,24100,306040,0.0,0.0,0.0,28,99.49,1
0.0,15706,90080,0.0,0.0,0.0,7,99.74,1
0.11800000000000001,26291,130760,0.0,0.0,0.0,20,98.42,1
0.006,14613,177610,0.0,0.0,0.0,12,98.9,1
0.196,26285,5547190,0.0,0.0,0.0,5,99.06729119785638,1
0.0,12421,163830,0.0,0.0,0.0,7,99.37,1
0.047,20088,510060,0.0,0.0,0.0,9,99.35,1
0.009000000000000001,26651,150110,0.0,0.0,0.0,11,98.67,1
1.0,16071,231580,0.0,0.0,0.0,6,99.49,1
0.607,17535,154560,0.0,0.0,0.0,19,98.6,1
0.015,21544,312090,0.0,0.0,0.0,8,99.41,1
0.059000000000000004,21176,300150,0.0,0.0,0.0,12,99.29,1
0.14400000000000002,14973,292220,0.0,0.0,0.0,7,99.5,1
0.057999999999999996,18995,525050,0.0,0.0,0.0,23,99.01,1
0.057,15344,495080,0.0,0.0,0.0,17,99.31,1
0.195,23738,60130,0.0,0.0,0.0,10,97.78,1
0.09300000000000001,25199,250090,0.0,0.0,0.0,13,99.45,1
0.14800000000000002,13150,243130,0.0,0.0,0.0,9,99.31,1
0.049,16067,230020,0.0,0.0,0.0,12,99.6,1
0.076,23730,180090,0.0,0.0,0.0,15,98.89,1
0.066,18621,279360,0.0,0.0,0.0,8,99.89,1
0.396,16804,118640,0.0,0.0,0.0,11,98.73,1
0.418,16068,166470,0.0,0.0,0.0,14,98.52,1
0.003,9134,105710,1.0,0.0,0.0,8,99.71,1
0.40399999999999997,14610,135140,0.0,0.0,0.0,17,98.09,1
0.322,14613,81570,0.0,0.0,0.0,14,95.88,1
0.42100000000000004,18626,197880,1.0,1.0,0.0,22,98.41,1
0.08900000000000001,20816,223200,0.0,0.0,0.0,10,99.46,1
0.0,20815,315050,0.0,0.0,1.0,15,99.24,1
0.254,13153,133680,0.0,0.0,0.0,7,98.95,1
0.84,9131,192080,2.0,0.0,0.0,5,99.69,1
0.122,13511,198070,0.0,0.0,0.0,4,99.68,1
1.0,13513,210070,0.0,0.0,0.0,2,99.06729119785638,1
0.05,24460,109110,0.0,0.0,0.0,10,99.2,1
0.035,17896,385050,0.0,0.0,0.0,10,99.62,1
0.337,13880,210130,0.0,0.0,0.0,11,99.12,1
0.11800000000000001,28113,124260,0.0,0.0,0.0,7,99.61,1
0.023,23368,495030,0.0,0.0,0.0,30,99.31,1
0.413,20087,459030,0.0,0.0,0.0,14,98.82,1
0.41100000000000003,19725,160050,0.0,0.0,0.0,15,98.63,1
0.033,22635,282050,0.0,0.0,0.0,18,99.27,1
0.133,24830,165090,0.0,0.0,0.0,8,99.12,1
0.0,14605,150090,0.0,0.0,0.0,8,98.27,1
0.156,29576,185810,0.0,0.0,0.0,14,99.35,1
0.069,23732,305790,0.0,0.0,0.0,20,99.22,1
0.01,23004,474040,0.0,0.0,1.0,13,99.38,1
1.0,23006,250140,0.0,0.0,0.0,5,99.06729119785638,1
0.414,22639,177080,1.0,0.0,0.0,11,98.83,1
0.10300000000000001,21915,120030,0.0,0.0,0.0,15,98.69,1
0.053,22635,187600,0.0,0.0,0.0,10,98.1,1
0.161,21183,201140,0.0,0.0,0.0,5,99.7,1
0.22,14615,93060,0.0,0.0,0.0,10,98.49,1
0.01,30668,150060,0.0,0.0,0.0,17,99.63,1
0.045,20450,306280,0.0,0.0,0.0,9,99.49,1
0.11699999999999999,14242,144150,0.0,0.0,1.0,13,99.62,1
0.247,20819,267590,0.0,0.0,0.0,11,99.1,1
0.276,20819,125110,0.0,0.0,0.0,14,99.44,1
0.276,12059,253320,0.0,0.0,0.0,16,98.9,1
0.363,18261,100040,0.0,0.0,0.0,22,96.28,1
0.057999999999999996,20810,212620,0.0,0.0,0.0,12,99.55,1
0.004,23367,411470,0.0,0.0,0.0,12,99.06729119785638,1
0.764,21550,329110,3.0,0.0,0.0,16,98.56,1
0.02,22273,5001070,0.0,0.0,0.0,8,99.06729119785638,1
0.324,20084,257520,0.0,0.0,0.0,14,98.96,1
1.0,30666,95350,0.0,0.0,0.0,3,99.06729119785638,1
0.7879999999999999,27753,442040,0.0,0.0,0.0,22,98.26,1
0.036000000000000004,17896,132540,0.0,0.0,0.0,8,99.23,1
0.569,18264,177120,0.0,0.0,0.0,10,99.16,1
0.225,10595,84400,0.0,0.0,0.0,6,99.31,1
0.0,23365,202340,0.0,0.0,0.0,12,98.91,1
0.182,23371,120080,0.0,0.0,0.0,15,98.21,1
0.32299999999999995,17893,420050,1.0,0.0,0.0,14,99.02,1
0.11800000000000001,20817,224690,0.0,0.0,0.0,23,99.09,1
0.242,20813,180810,0.0,0.0,1.0,20,99.38,1
0.531,16066,210110,0.0,0.0,0.0,12,99.04,0
0.42100000000000004,12059,51030,0.0,0.0,0.0,6,99.51,1
0.061,22276,600080,0.0,0.0,0.0,10,99.88,1
0.503,22637,302620,0.0,0.0,0.0,19,99.14,1
0.196,21915,66080,0.0,0.0,0.0,8,97.99,1
0.053,21907,109960,1.0,0.0,0.0,27,97.97,1
0.763,23006,175070,0.0,0.0,0.0,12,98.83,1
0.059000000000000004,25191,160730,0.0,0.0,0.0,11,98.92,1
0.0,20082,130060,0.0,0.0,0.0,5,99.06729119785638,1
0.015,19717,122530,1.0,0.0,0.0,14,99.46,1
0.073,9499,72360,0.0,0.0,0.0,5,99.89,1
0.701,12415,111130,1.0,3.0,0.0,5,99.76,0
0.043,22640,82890,0.0,0.0,0.0,16,99.03,1
0.047,21543,75060,0.0,0.0,0.0,18,97.18,1
0.043,24835,96090,0.0,0.0,1.0,4,99.72,1
0.004,8401,45130,0.0,0.0,0.0,4,99.85,1
0.015,27020,346300,0.0,0.0,0.0,9,99.49,1
0.37,10227,250030,0.0,0.0,0.0,14,98.53,1
0.036000000000000004,20088,249130,1.0,0.0,0.0,9,99.16,1
0.09300000000000001,19720,223770,0.0,0.0,0.0,16,99.7,1
0.28,12789,105140,0.0,0.0,0.0,10,99.14,1
0.182,10593,270140,0.0,0.0,0.0,5,99.26,1
0.018000000000000002,9504,124390,0.0,0.0,0.0,7,99.69,1
0.04,23375,421290,0.0,0.0,0.0,12,99.86,1
0.039,22642,320160,0.0,0.0,0.0,8,99.42,1
0.006999999999999999,26286,150070,0.0,0.0,0.0,5,99.06729119785638,1
0.11,15709,302620,0.0,0.0,0.0,15,99.02,1
0.0,17160,107910,0.0,0.0,0.0,8,98.86,1
0.071,15700,76210,0.0,0.0,0.0,10,98.93,1
0.053,14978,375130,0.0,0.0,0.0,9,98.86,1
0.52,11693,96040,0.0,0.0,0.0,6,99.21,1
0.142,24464,210140,0.0,0.0,0.0,7,99.31,1
0.275,20811,140350,0.0,0.0,0.0,17,98.6,1
0.193,18627,412870,2.0,0.0,0.0,10,99.57,1
0.6920000000000001,21909,66880,0.0,0.0,0.0,10,98.91,0
0.024,24095,60150,0.0,0.0,0.0,5,99.23,1
0.0,25929,58410,0.0,0.0,0.0,5,99.06729119785638,1
1.0,32499,186800,0.0,0.0,0.0,4,99.73,1
0.1,13883,137620,0.0,0.0,0.0,10,98.18,1
0.16899999999999998,18256,500190,0.0,0.0,0.0,16,99.3,1
0.023,19717,90060,0.0,0.0,0.0,11,99.5,1
0.83,14978,66130,0.0,2.0,0.0,10,99.28,0
0.7490000000000001,11685,187570,0.0,0.0,0.0,24,98.54,1
0.0,13153,190570,0.0,0.0,0.0,11,98.91,1
0.6609999999999999,11694,126070,0.0,0.0,0.0,15,98.93,1
0.042,25927,300110,0.0,0.0,0.0,10,99.49,1
0.0,24831,135080,0.0,0.0,0.0,3,99.88,1
1.0,26287,67420,1.0,1.0,0.0,11,98.91,1
0.017,23366,335760,0.0,0.0,0.0,10,99.19,1
0.043,10595,165090,0.0,0.0,0.0,12,99.86,1
0.204,17534,398760,0.0,0.0,0.0,12,98.98,1
0.932,14242,325450,0.0,0.0,0.0,11,98.82,1
1.0,14972,53810,0.0,0.0,0.0,4,99.48,1
0.07,14970,300050,0.0,0.0,0.0,9,99.09,1
0.10300000000000001,18255,129060,0.0,0.0,0.0,9,99.08,1
0.003,22276,66130,0.0,0.0,0.0,10,99.32,1
0.12,17894,190130,0.0,0.0,0.0,9,98.57,1
0.06,21913,495680,1.0,0.0,0.0,10,99.15,1
0.149,17894,234050,0.0,0.0,0.0,13,99.01,1
0.106,10593,183120,0.0,0.0,0.0,10,98.3,1
0.12,12060,230820,0.0,0.0,0.0,14,99.13,1
0.9440000000000001,11320,69640,0.0,0.0,0.0,8,98.9,1
0.003,16796,96090,0.0,0.0,0.0,8,99.06729119785638,1
0.022000000000000002,25560,265740,0.0,0.0,0.0,10,99.57,1
0.26899999999999996,10230,255140,0.0,0.0,0.0,8,99.78,1
0.23600000000000002,22644,195140,0.0,0.0,0.0,16,98.88,1
0.002,21548,288140,0.0,0.0,0.0,10,99.79,0
0.659,17895,104370,0.0,0.0,0.0,8,99.49,1
0.002,20812,336090,0.0,0.0,0.0,8,99.63,1
0.0,20085,180030,1.0,0.0,1.0,8,99.36,1
0.036000000000000004,27019,306130,0.0,0.0,0.0,6,99.68,1
0.9890000000000001,16434,142600,0.0,0.0,0.0,12,98.68,0
0.321,17526,165030,0.0,1.0,0.0,7,99.43,0
0.789,17899,109770,3.0,1.0,0.0,6,99.52,0
0.024,9500,188850,0.0,0.0,0.0,9,99.64,1
0.0,10955,108220,0.0,0.0,0.0,7,99.72,1
0.478,14611,260110,0.0,0.0,0.0,13,99.15,1
1.0,13884,90050,0.0,0.0,0.0,5,99.08,1
1.0,21176,85120,0.0,0.0,0.0,8,98.74,1
0.006,21541,566550,0.0,0.0,0.0,11,99.56,1
0.009000000000000001,20448,127040,0.0,0.0,0.0,8,99.75,1
0.055999999999999994,23371,144390,0.0,0.0,1.0,12,99.05,1
0.003,17534,150140,0.0,0.0,0.0,8,99.02,1
0.48700000000000004,11688,139690,0.0,0.0,0.0,11,98.58,1
0.0,20081,177860,0.0,0.0,0.0,8,98.17,1
0.848,23374,270110,0.0,0.0,0.0,12,97.89,1
0.034,28110,129160,0.0,0.0,0.0,8,98.94,1
0.82,8410,93120,0.0,0.0,0.0,7,99.64,1
0.748,8404,48050,2.0,1.0,0.0,4,99.46,1
0.151,24105,330130,2.0,0.0,0.0,18,99.52,1
0.0,17525,232570,0.0,0.0,0.0,11,99.28,1
0.28,24460,750140,0.0,0.0,0.0,21,99.03,1
0.06,25191,125100,0.0,0.0,0.0,5,99.87,1
0.96,19721,187270,0.0,0.0,0.0,9,99.36,1
0.08199999999999999,20816,191070,0.0,0.0,0.0,13,99.21,1
0.807,10590,43170,0.0,0.0,0.0,9,97.99,1
0.096,23010,146830,0.0,0.0,0.0,6,99.17,1
0.11599999999999999,18993,192510,0.0,0.0,0.0,18,99.27,1
0.127,14249,188580,0.0,0.0,0.0,10,99.02,1
0.013999999999999999,21176,250110,0.0,0.0,0.0,18,99.89,1
0.52,19359,261640,0.0,0.0,0.0,18,99.05,1
0.354,24461,60110,0.0,0.0,0.0,7,99.37,1
0.07400000000000001,20453,245100,0.0,0.0,0.0,12,99.37,1
0.39899999999999997,31762,67290,1.0,0.0,0.0,12,98.31,1
0.20600000000000002,24833,389100,0.0,0.0,0.0,14,98.74,1
0.0,11327,105150,0.0,0.0,0.0,6,99.69,1
1.0,14248,249610,0.0,1.0,0.0,3,99.82,1
0.0,17526,150130,0.0,0.0,0.0,6,99.06729119785638,1
0.032,18629,183100,0.0,0.0,0.0,9,99.24,1
0.127,18989,300080,1.0,0.0,0.0,8,98.99,1
0.27399999999999997,17900,162580,0.0,0.0,0.0,11,99.24,1
0.0,26651,500040,1.0,0.0,0.0,11,99.85,1
0.001,22642,97550,0.0,0.0,0.0,11,99.16,1
0.126,23737,120060,0.0,0.0,0.0,9,98.91,1
0.0,31766,275860,0.0,0.0,0.0,9,99.06729119785638,1
0.708,19355,30090,0.0,0.0,0.0,16,99.06729119785638,0
0.327,21185,285170,0.0,0.0,0.0,10,99.29,1
0.8029999999999999,16436,87050,0.0,0.0,0.0,18,95.13,1
0.033,19721,237590,0.0,0.0,0.0,14,99.55,1
1.0,19716,501640,1.0,0.0,1.0,7,99.47,1
0.006,20455,170130,0.0,0.0,0.0,12,99.01,1
0.261,16437,203870,0.0,0.0,0.0,10,99.28,1
0.175,21914,378050,0.0,0.0,0.0,10,98.79,1
0.05,20820,159050,0.0,0.0,0.0,13,99.62,1
0.7040000000000001,15704,262010,0.0,0.0,0.0,8,98.88,1
1.0,14972,135070,0.0,0.0,0.0,6,99.73,0
0.121,21180,112640,1.0,0.0,0.0,29,98.46,1
0.228,10962,66650,0.0,0.0,0.0,10,99.09,1
0.69,23736,75040,0.0,0.0,0.0,9,96.31,1
0.5710000000000001,22275,258290,0.0,0.0,0.0,33,98.77,1
0.026000000000000002,13510,239590,0.0,0.0,0.0,20,99.39,1
0.063,21178,360060,0.0,0.0,0.0,19,99.17,1
0.052000000000000005,21910,148370,0.0,0.0,0.0,7,98.54,1
0.063,21183,38360,0.0,0.0,0.0,18,96.86,1
0.177,16066,54800,0.0,0.0,0.0,9,99.3,1
0.182,17895,262600,0.0,0.0,0.0,10,99.38,1
0.027999999999999997,13145,284760,0.0,0.0,0.0,12,99.27,1
0.023,26652,109670,1.0,0.0,0.0,10,99.87,1
0.01,14605,202620,0.0,0.0,0.0,6,99.46,1
0.665,17893,79850,0.0,0.0,1.0,13,97.78,1
0.203,13878,100080,0.0,0.0,0.0,9,98.01,1
0.076,17899,181820,0.0,0.0,0.0,9,98.87,1
0.174,10960,150070,0.0,0.0,0.0,8,98.88,1
0.406,15708,255110,0.0,0.0,0.0,11,98.83,1
0.485,17898,255110,2.0,0.0,0.0,6,99.61,1
1.0,29944,75070,1.0,0.0,1.0,7,96.31,1
1.0,23009,99130,0.0,0.0,0.0,4,99.49,1
0.604,8045,87050,0.0,0.0,0.0,6,99.52,0
0.875,17533,162560,0.0,0.0,0.0,10,98.44,1
0.0,20455,178890,0.0,0.0,0.0,13,99.56,1
0.067,21540,312510,4.0,0.0,2.0,22,99.54,1
0.09300000000000001,21914,146390,0.0,0.0,0.0,19,98.35,1
0.032,14977,169280,1.0,0.0,0.0,10,99.47,1
0.069,17899,153120,0.0,0.0,0.0,10,99.1,1
0.14400000000000002,13514,225060,0.0,0.0,0.0,8,99.2,1
0.485,12782,111030,2.0,0.0,0.0,16,98.07,1
0.0,11330,134420,0.0,0.0,0.0,6,99.87,1
0.011000000000000001,25926,84480,0.0,0.0,0.0,12,99.64,1
0.1,13517,88620,0.0,0.0,0.0,8,98.92,1
0.051,16070,58840,0.0,0.0,0.0,13,97.03,1
0.313,19715,210100,0.0,0.0,0.0,5,99.88,1
0.18,12424,167840,0.0,0.0,0.0,10,98.41,1
0.645,19359,360050,0.0,0.0,0.0,14,98.76,1
0.6890000000000001,17530,66080,0.0,0.0,0.0,5,99.0,1
0.772,12416,66110,0.0,0.0,0.0,24,96.95,1
0.163,20450,195950,0.0,0.0,0.0,3,99.87,1
0.09300000000000001,13510,137530,0.0,0.0,0.0,4,99.89,1
0.035,23002,127640,1.0,0.0,0.0,15,99.14,1
0.69,24468,380010,0.0,0.0,0.0,22,98.8,1
0.0,28481,155120,0.0,0.0,0.0,4,99.06729119785638,1
1.0,15708,193830,0.0,2.0,0.0,3,99.06729119785638,1
0.0,12783,150060,0.0,0.0,0.0,8,99.06729119785638,1
0.11,20084,430090,0.0,0.0,0.0,12,99.33,1
0.8390000000000001,24096,43360,2.0,1.0,0.0,8,98.56,1
0.016,11327,211770,0.0,0.0,0.0,16,99.26,1
0.011000000000000001,24460,55620,0.0,0.0,0.0,12,99.44,1
0.715,12418,180150,1.0,0.0,0.0,10,97.89,1
0.053,25195,240130,0.0,0.0,0.0,13,99.25,1
0.9420000000000001,17167,257620,0.0,0.0,0.0,7,99.03,1
0.063,24463,323940,0.0,0.0,0.0,13,99.12,1
0.084,22643,107140,0.0,1.0,0.0,17,99.3,0
1.0,8403,78050,0.0,0.0,2.0,4,99.86,0
0.0,12785,125300,0.0,0.0,0.0,8,98.61,1
0.502,13154,225150,0.0,0.0,0.0,15,98.73,1
0.032,9501,77330,0.0,0.0,0.0,7,99.85,1
0.691,18985,187650,3.0,1.0,0.0,24,99.3,1
0.023,21182,131390,0.0,0.0,0.0,12,98.6,1
0.426,25559,120120,0.0,0.0,0.0,8,99.71,1
0.22699999999999998,12786,174080,0.0,0.0,0.0,11,99.32,1
0.281,18630,162630,2.0,0.0,0.0,12,98.58,1
0.34700000000000003,13510,99200,0.0,0.0,0.0,10,98.81,1
0.9009999999999999,25922,90030,1.0,1.0,0.0,10,98.7,1
0.036000000000000004,21547,272840,0.0,0.0,0.0,12,99.57,1
0.018000000000000002,17527,85140,0.0,0.0,0.0,10,99.67,1
0.28,13146,127640,2.0,0.0,0.0,14,99.8,1
0.045,31030,136650,0.0,0.0,0.0,11,99.51,1
0.266,27015,60290,0.0,0.0,0.0,9,99.51,1
0.032,21542,297050,0.0,0.0,0.0,5,99.89,1
0.52,20083,180120,1.0,0.0,0.0,16,99.08,1
0.11699999999999999,23005,179130,0.0,0.0,0.0,9,98.9,1
0.449,14970,287530,1.0,0.0,1.0,16,98.83,0
1.0,23369,85170,1.0,0.0,0.0,8,97.67,0
0.0,32132,75100,0.0,0.0,0.0,9,99.25,1
0.022000000000000002,21913,179190,1.0,0.0,0.0,20,99.21,1
0.06,17164,105050,0.0,0.0,0.0,7,99.09,1
0.047,25923,174140,0.0,0.0,0.0,6,99.87,1
0.006999999999999999,28477,186030,0.0,0.0,0.0,8,99.52,1
0.0,11324,80010,2.0,2.0,1.0,6,98.77,1
0.096,24469,467570,0.0,0.0,0.0,16,99.55,1
0.0,21912,180100,0.0,0.0,0.0,4,99.06729119785638,1
0.036000000000000004,24832,80900,0.0,0.0,0.0,8,99.85,1
0.028999999999999998,22643,162510,0.0,0.0,0.0,56,98.26,1
0.0,24467,234120,0.0,0.0,0.0,10,97.31,1
0.046,10235,90130,0.0,0.0,0.0,7,99.5,1
0.34299999999999997,26287,364210,0.0,0.0,0.0,9,99.2,1
0.381,19723,135050,1.0,0.0,1.0,15,96.47,1
0.242,24102,405100,0.0,0.0,0.0,18,98.52,1
0.243,25565,275060,0.0,0.0,0.0,16,99.09,1
0.011000000000000001,14242,157030,1.0,0.0,0.0,13,98.84,1
0.5710000000000001,18994,118660,1.0,0.0,0.0,16,98.19,1
0.005,19357,223630,0.0,0.0,0.0,11,99.39,1
0.07400000000000001,17895,375030,0.0,0.0,0.0,13,99.23,1
0.013999999999999999,10956,80910,0.0,0.0,0.0,6,99.77,1
0.011000000000000001,16067,195350,0.0,0.0,0.0,15,99.34,1
0.024,20820,480070,1.0,0.0,0.0,21,99.26,1
0.0,14241,137620,0.0,0.0,0.0,3,99.06729119785638,1
0.035,19724,459100,0.0,0.0,0.0,12,99.12,1
0.005,22279,270130,0.0,0.0,0.0,11,99.4,1
0.009000000000000001,20453,30090,0.0,0.0,0.0,15,96.36,1
0.151,17165,99140,0.0,0.0,0.0,6,97.92,1
0.718,17533,181980,0.0,0.0,0.0,16,98.4,1
0.001,21905,141100,0.0,0.0,0.0,15,98.67,1
0.109,22280,111010,0.0,0.0,0.0,11,99.2,1
0.034,10594,80130,0.0,0.0,0.0,14,98.63,1
0.23399999999999999,8404,24640,0.0,0.0,0.0,4,99.88,1
0.19899999999999998,31764,60290,1.0,0.0,1.0,13,99.2,1
0.187,23010,120050,0.0,0.0,0.0,12,98.73,1
0.053,12785,31300,0.0,0.0,0.0,10,99.33,1
0.858,13512,122220,0.0,0.0,0.0,13,97.83,1
0.037000000000000005,17531,42970,0.0,0.0,0.0,8,97.7,1
0.312,26287,162570,0.0,0.0,0.0,19,97.68,1
0.055999999999999994,16069,360140,0.0,0.0,0.0,16,99.45,1
0.9790000000000001,17161,112590,1.0,4.0,0.0,7,98.91,0
0.07,13881,45320,0.0,0.0,0.0,20,97.9,1
0.015,19724,90140,2.0,0.0,0.0,20,97.31,1
0.6920000000000001,15336,136670,0.0,0.0,0.0,5,99.55,1
0.084,15701,231120,0.0,0.0,0.0,12,99.46,1
0.634,23371,156070,0.0,0.0,0.0,8,98.89,1
0.215,14973,250610,0.0,0.0,0.0,13,99.52,1
0.043,27752,119580,1.0,0.0,0.0,8,99.85,1
0.054000000000000006,26288,84080,0.0,0.0,0.0,19,98.32,1
0.111,27388,144080,0.0,0.0,0.0,13,99.29,1
0.026000000000000002,14248,90060,0.0,0.0,0.0,4,99.06729119785638,1
0.54,19719,183120,0.0,0.0,0.0,7,99.2,1
0.071,23731,225090,0.0,0.0,0.0,27,99.14,1
0.032,15708,264070,0.0,0.0,0.0,7,99.24,1
0.059000000000000004,13146,178060,0.0,0.0,0.0,12,98.81,1
0.079,16430,252130,0.0,0.0,0.0,7,99.34,1
0.541,13148,432100,0.0,0.0,0.0,14,99.27,1
0.027000000000000003,19718,175640,0.0,0.0,0.0,16,98.97,1
0.105,11327,219300,0.0,0.0,0.0,6,99.79,1
0.036000000000000004,29579,63060,0.0,0.0,0.0,14,99.84,1
0.23,23001,215240,0.0,0.0,0.0,19,99.21,1
0.281,21175,241640,0.0,0.0,0.0,20,98.51,1
0.857,25557,440090,1.0,0.0,0.0,19,97.96,1
0.13,15702,300150,0.0,0.0,0.0,8,99.87,1
0.091,21908,409180,1.0,0.0,0.0,16,99.65,1
0.057,18990,87070,0.0,0.0,0.0,9,99.44,1
0.013000000000000001,23375,69100,0.0,0.0,0.0,12,99.85,1
0.08800000000000001,23739,485120,0.0,0.0,0.0,6,99.75,1
0.0,10963,108130,0.0,0.0,0.0,8,98.44,1
0.611,12050,300070,0.0,0.0,0.0,9,99.17,1
0.419,11327,191640,0.0,0.0,0.0,11,98.92,1
0.0,8402,27060,0.0,0.0,0.0,4,99.06729119785638,1
0.038,10595,120060,0.0,0.0,0.0,12,99.11,1
0.0,23000,48070,0.0,0.0,0.0,7,99.06729119785638,1
0.725,12419,149530,0.0,0.0,0.0,8,98.22,1
0.18899999999999997,22645,97830,0.0,0.0,0.0,14,99.3,1
0.027999999999999997,9135,24660,0.0,0.0,0.0,7,98.43,1
0.903,12424,218410,1.0,0.0,0.0,7,99.49,1
0.022000000000000002,16067,250140,0.0,0.0,1.0,10,98.88,1
0.757,26653,105040,0.0,0.0,0.0,9,97.94,0
0.016,28849,127530,0.0,0.0,0.0,11,99.16,1
1.0,21185,48080,0.0,0.0,0.0,9,97.94,1
0.0,17893,153000,0.0,0.0,0.0,18,99.2,1
0.08,24095,426050,0.0,0.0,0.0,10,99.58,1
0.866,9870,105150,1.0,0.0,0.0,13,99.28,1
0.259,16433,137680,2.0,0.0,0.0,8,99.38,1
0.006,24830,137580,0.0,0.0,0.0,8,99.89,1
0.018000000000000002,25195,316560,0.0,0.0,0.0,14,99.33,1
0.865,21180,138060,0.0,0.0,0.0,11,98.94,1
0.205,18628,240150,0.0,0.0,0.0,12,99.07,1
0.013999999999999999,19352,181180,0.0,0.0,0.0,16,99.05,1
0.033,26652,275080,0.0,0.0,0.0,8,99.7,1
1.0,17899,78110,0.0,0.0,0.0,3,99.58,1
0.341,18259,248610,1.0,0.0,0.0,10,98.66,1
0.593,12419,171160,0.0,0.0,0.0,5,99.53,1
0.883,10599,156050,0.0,0.0,0.0,15,98.69,1
0.062,19724,474120,0.0,0.0,0.0,22,99.5,1
0.685,20451,252060,0.0,0.0,0.0,8,99.18,1
0.062,23732,252110,0.0,0.0,0.0,11,99.48,1
0.6579999999999999,19717,92520,1.0,0.0,0.0,7,99.66,0
0.927,21176,250120,1.0,0.0,0.0,14,98.87,0
0.129,9862,54040,0.0,0.0,0.0,4,99.89,1
0.19399999999999998,28483,88630,0.0,0.0,0.0,15,98.6,1
0.792,9501,69090,0.0,0.0,0.0,6,99.46,1
0.16899999999999998,21546,297090,0.0,0.0,0.0,11,99.42,1
0.727,24462,72660,0.0,0.0,0.0,14,96.89,1
0.016,18995,34650,0.0,0.0,0.0,5,99.84,1
0.106,13147,237570,0.0,0.0,0.0,9,99.02,1
0.06,20455,202020,0.0,0.0,0.0,9,98.71,1
0.013999999999999999,22280,375050,1.0,0.0,0.0,16,98.83,1
0.01,18256,146340,0.0,0.0,0.0,12,99.33,1
0.017,15708,105100,0.0,0.0,0.0,9,98.08,1
0.004,14979,75130,2.0,0.0,0.0,11,97.9,1
0.078,22271,262550,0.0,0.0,0.0,11,99.04,1
0.040999999999999995,18264,285150,0.0,0.0,0.0,11,99.27,1
0.436,18988,360120,0.0,0.0,0.0,16,98.96,1
0.222,18985,318050,0.0,0.0,0.0,13,98.97,1
0.599,19717,123940,0.0,0.0,0.0,8,99.24,1
1.0,9505,60070,0.0,3.0,0.0,5,99.42,0
0.175,23738,131440,0.0,0.0,0.0,10,99.52,1
0.099,24097,144560,0.0,0.0,0.0,10,99.22,1
0.076,25920,130850,0.0,0.0,0.0,8,98.88,1
0.647,16434,245040,0.0,0.0,0.0,7,99.05,1
0.606,18624,90050,2.0,0.0,0.0,11,98.59,1
0.106,14975,142560,0.0,0.0,0.0,14,98.93,1
0.033,24103,156120,0.0,0.0,0.0,11,98.42,1
0.565,20447,234120,0.0,0.0,0.0,7,99.15,1
0.649,15339,85790,0.0,0.0,0.0,15,96.64,1
0.932,23736,74350,3.0,0.0,0.0,8,97.13,0
1.0,16066,139200,0.0,0.0,0.0,7,99.06729119785638,1
0.45299999999999996,14248,208000,1.0,0.0,0.0,9,99.19,1
0.7190000000000001,20816,300150,0.0,0.0,0.0,12,98.28,0
0.8540000000000001,12789,114070,0.0,0.0,0.0,8,99.1,1
0.039,21182,135870,0.0,0.0,0.0,11,99.29,1
0.52,22274,212560,2.0,0.0,0.0,18,98.36,0
0.226,10956,134470,0.0,0.0,0.0,8,99.35,1
0.34,15709,215630,0.0,0.0,0.0,9,99.1,1
0.036000000000000004,22278,225140,0.0,0.0,0.0,10,99.64,1
0.024,28477,168420,0.0,0.0,0.0,5,99.89,1
0.0,20814,200900,0.0,0.0,0.0,10,99.34,1
0.10300000000000001,14977,273110,0.0,0.0,0.0,7,99.33,1
0.052000000000000005,22277,802040,0.0,0.0,0.0,15,99.46,1
0.405,18625,400040,0.0,0.0,0.0,12,99.16,1
0.0,14609,245180,1.0,0.0,0.0,11,99.57,1
0.128,25561,270070,0.0,0.0,0.0,7,99.09,1
0.013000000000000001,16797,295840,0.0,0.0,0.0,7,99.44,1
0.006999999999999999,24469,838070,0.0,0.0,0.0,15,99.25,1
